"trial_type","trial_index","time_elapsed","internal_node_id","subject","success","rt","stimulus","button_pressed","key_press","condition","order","button0","button1"
"audio-keyboard-response","73","329372","0.0-73.0","7qwwgngua01jqlk","","null","audio/norm_touch_duck.mp3","","null","","","",""
"video-keyboard-response-mod","74","349370","0.0-74.0","7qwwgngua01jqlk","","null","","","null","sc-label-first","1-1","",""
"audio-keyboard-response","75","353240","0.0-75.0","7qwwgngua01jqlk","","null","audio/norm_blicket.mp3","","null","","","",""
"html-button-response","76","354380","0.0-76.0","7qwwgngua01jqlk","","1128.8000000058673","","0","","sc-label-first","1-1","<img src=""img/1.png"" width=""40%"" />","<img src=""img/5.png"" width=""40%"" />"
"audio-keyboard-response","77","357754","0.0-77.0","7qwwgngua01jqlk","","null","audio/norm_blicket.mp3","","null","","","",""
"html-button-response","78","359501","0.0-78.0","7qwwgngua01jqlk","","1734.9999999860302","","0","","sc-label-first","1-1","<img src=""img/1.png"" width=""40%"" />","<img src=""img/5.png"" width=""40%"" />"
"audio-keyboard-response","79","362878","0.0-79.0","7qwwgngua01jqlk","","null","audio/norm_toma.mp3","","null","","","",""
"html-button-response","80","363204","0.0-80.0","7qwwgngua01jqlk","","316.499999986263","","0","","sc-label-first","1-1","<img src=""img/5.png"" width=""40%"" />","<img src=""img/1.png"" width=""40%"" />"
"audio-keyboard-response","81","366575","0.0-81.0","7qwwgngua01jqlk","","null","audio/norm_toma.mp3","","null","","","",""
"html-button-response","82","369849","0.0-82.0","7qwwgngua01jqlk","","3266.8000000121538","","0","","sc-label-first","1-1","<img src=""img/5.png"" width=""40%"" />","<img src=""img/1.png"" width=""40%"" />"
"audio-keyboard-response","83","373355","0.0-83.0","7qwwgngua01jqlk","","null","audio/goodjob.mp3","","null","","","",""
"audio-keyboard-response","84","376358","0.0-84.0","7qwwgngua01jqlk","","null","audio/norm_touch_duck.mp3","","null","","","",""
"video-keyboard-response-mod","85","392887","0.0-85.0","7qwwgngua01jqlk","","null","","","null","sc-label-first","1-1","",""
"audio-keyboard-response","86","396758","0.0-86.0","7qwwgngua01jqlk","","null","audio/norm_gazzer.mp3","","null","","","",""
"html-button-response","87","400781","0.0-87.0","7qwwgngua01jqlk","","4012.400000006892","","0","","sc-label-first","1-1","<img src=""img/15.png"" width=""40%"" />","<img src=""img/9.png"" width=""40%"" />"
"audio-keyboard-response","88","404154","0.0-88.0","7qwwgngua01jqlk","","null","audio/norm_gazzer.mp3","","null","","","",""
"html-button-response","89","406524","0.0-89.0","7qwwgngua01jqlk","","2362.8000000026077","","0","","sc-label-first","1-1","<img src=""img/9.png"" width=""40%"" />","<img src=""img/15.png"" width=""40%"" />"
"audio-keyboard-response","90","409898","0.0-90.0","7qwwgngua01jqlk","","null","audio/norm_numo.mp3","","null","","","",""
"html-button-response","91","411045","0.0-91.0","7qwwgngua01jqlk","","1143.7999999907333","","0","","sc-label-first","1-1","<img src=""img/15.png"" width=""40%"" />","<img src=""img/9.png"" width=""40%"" />"
"audio-keyboard-response","92","414415","0.0-92.0","7qwwgngua01jqlk","","null","audio/norm_numo.mp3","","null","","","",""
"html-button-response","93","415435","0.0-93.0","7qwwgngua01jqlk","","1015.8999999985099","","0","","sc-label-first","1-1","<img src=""img/15.png"" width=""40%"" />","<img src=""img/9.png"" width=""40%"" />"
"audio-keyboard-response","94","418939","0.0-94.0","7qwwgngua01jqlk","","null","audio/goodjob.mp3","","null","","","",""
"image-keyboard-response","95","421943","0.0-95.0","7qwwgngua01jqlk","","null","img/welldone.jpg","","null","","","",""
