"trial_type","trial_index","time_elapsed","internal_node_id","subject","success","rt","stimulus","button_pressed","key_press","condition","order","button0","button1"
"audio-keyboard-response","37","195472","0.0-37.0","3dor4boftseh19k","","null","audio/norm_klefu.mp3","","null","","","",""
"html-button-response","38","202152","0.0-38.0","3dor4boftseh19k","","6679","","1","","sc-label-last","1-1","<img src=""img/10.png"" width=""40%"" />","<img src=""img/11.png"" width=""40%"" />"
"audio-keyboard-response","39","205656","0.0-39.0","3dor4boftseh19k","","null","audio/goodjob.wav","","null","","","",""
"audio-keyboard-response","40","208660","0.0-40.0","3dor4boftseh19k","","null","audio/norm_touch_duck.mp3","","null","","","",""
"video-keyboard-response-mod","41","229686","0.0-41.0","3dor4boftseh19k","","null","","","null","sc-label-last","1-1","",""
"audio-keyboard-response","42","233556","0.0-42.0","3dor4boftseh19k","","null","audio/norm_tentle.mp3","","null","","","",""
"html-button-response","43","238325","0.0-43.0","3dor4boftseh19k","","4765.999999999971","","0","","sc-label-last","1-1","<img src=""img/3.png"" width=""40%"" />","<img src=""img/7.png"" width=""40%"" />"
"audio-keyboard-response","44","241689","0.0-44.0","3dor4boftseh19k","","null","audio/norm_paegu.mp3","","null","","","",""
"html-button-response","45","244957","0.0-45.0","3dor4boftseh19k","","3265.000000000029","","1","","sc-label-last","1-1","<img src=""img/3.png"" width=""40%"" />","<img src=""img/7.png"" width=""40%"" />"
"audio-keyboard-response","46","248324","0.0-46.0","3dor4boftseh19k","","null","audio/norm_tentle.mp3","","null","","","",""
"html-button-response","47","252124","0.0-47.0","3dor4boftseh19k","","3797.000000000029","","1","","sc-label-last","1-1","<img src=""img/7.png"" width=""40%"" />","<img src=""img/3.png"" width=""40%"" />"
"audio-keyboard-response","48","255489","0.0-48.0","3dor4boftseh19k","","null","audio/norm_paegu.mp3","","null","","","",""
"html-button-response","49","261280","0.0-49.0","3dor4boftseh19k","","5789.000000000029","","0","","sc-label-last","1-1","<img src=""img/7.png"" width=""40%"" />","<img src=""img/3.png"" width=""40%"" />"
"audio-keyboard-response","50","264802","0.0-50.0","3dor4boftseh19k","","null","audio/goodjob.wav","","null","","","",""
"audio-keyboard-response","51","267805","0.0-51.0","3dor4boftseh19k","","null","audio/norm_touch_duck.mp3","","null","","","",""
"video-keyboard-response-mod","52","287588","0.0-52.0","3dor4boftseh19k","","null","","","null","nsc-label-first","1-1","",""
"audio-keyboard-response","53","291459","0.0-53.0","3dor4boftseh19k","","null","audio/norm_fopin.mp3","","null","","","",""
"html-button-response","54","296581","0.0-54.0","3dor4boftseh19k","","5119","","0","","nsc-label-first","1-1","<img src=""img/2.png"" width=""40%"" />","<img src=""img/6.png"" width=""40%"" />"
"audio-keyboard-response","55","299954","0.0-55.0","3dor4boftseh19k","","null","audio/norm_nissle.mp3","","null","","","",""
"html-button-response","56","303207","0.0-56.0","3dor4boftseh19k","","3250","","1","","nsc-label-first","1-1","<img src=""img/2.png"" width=""40%"" />","<img src=""img/6.png"" width=""40%"" />"
"audio-keyboard-response","57","306573","0.0-57.0","3dor4boftseh19k","","null","audio/norm_fopin.mp3","","null","","","",""
"html-button-response","58","312271","0.0-58.0","3dor4boftseh19k","","5695","","0","","nsc-label-first","1-1","<img src=""img/2.png"" width=""40%"" />","<img src=""img/6.png"" width=""40%"" />"
"audio-keyboard-response","59","315637","0.0-59.0","3dor4boftseh19k","","null","audio/norm_nissle.mp3","","null","","","",""
"html-button-response","60","319454","0.0-60.0","3dor4boftseh19k","","3815","","0","","nsc-label-first","1-1","<img src=""img/6.png"" width=""40%"" />","<img src=""img/2.png"" width=""40%"" />"
"audio-keyboard-response","61","322959","0.0-61.0","3dor4boftseh19k","","null","audio/goodjob.wav","","null","","","",""
"audio-keyboard-response","62","325962","0.0-62.0","3dor4boftseh19k","","null","audio/norm_touch_duck.mp3","","null","","","",""
"video-keyboard-response-mod","63","345946","0.0-63.0","3dor4boftseh19k","","null","","","null","nsc-label-first","1-1","",""
"audio-keyboard-response","64","349813","0.0-64.0","3dor4boftseh19k","","null","audio/norm_chamu.mp3","","null","","","",""
"html-button-response","65","358923","0.0-65.0","3dor4boftseh19k","","9108","","0","","nsc-label-first","1-1","<img src=""img/13.png"" width=""40%"" />","<img src=""img/14.png"" width=""40%"" />"
"audio-keyboard-response","66","362289","0.0-66.0","3dor4boftseh19k","","null","audio/norm_chamu.mp3","","null","","","",""
"html-button-response","67","366905","0.0-67.0","3dor4boftseh19k","","4614","","0","","nsc-label-first","1-1","<img src=""img/14.png"" width=""40%"" />","<img src=""img/13.png"" width=""40%"" />"
"audio-keyboard-response","68","370271","0.0-68.0","3dor4boftseh19k","","null","audio/norm_dakup.mp3","","null","","","",""
"html-button-response","69","373559","0.0-69.0","3dor4boftseh19k","","3286","","0","","nsc-label-first","1-1","<img src=""img/13.png"" width=""40%"" />","<img src=""img/14.png"" width=""40%"" />"
"audio-keyboard-response","70","376924","0.0-70.0","3dor4boftseh19k","","null","audio/norm_dakup.mp3","","null","","","",""
"html-button-response","71","388518","0.0-71.0","3dor4boftseh19k","","11591","","0","","nsc-label-first","1-1","<img src=""img/14.png"" width=""40%"" />","<img src=""img/13.png"" width=""40%"" />"
"audio-keyboard-response","72","392022","0.0-72.0","3dor4boftseh19k","","null","audio/goodjob.wav","","null","","","",""
"audio-keyboard-response","73","395026","0.0-73.0","3dor4boftseh19k","","null","audio/norm_touch_duck.mp3","","null","","","",""
"video-keyboard-response-mod","74","415066","0.0-74.0","3dor4boftseh19k","","null","","","null","sc-label-first","1-1","",""
"audio-keyboard-response","75","418937","0.0-75.0","3dor4boftseh19k","","null","audio/norm_toma.mp3","","null","","","",""
"html-button-response","76","428351","0.0-76.0","3dor4boftseh19k","","9411","","0","","sc-label-first","1-1","<img src=""img/1.png"" width=""40%"" />","<img src=""img/5.png"" width=""40%"" />"
"audio-keyboard-response","77","431718","0.0-77.0","3dor4boftseh19k","","null","audio/norm_blicket.mp3","","null","","","",""
"html-button-response","78","434927","0.0-78.0","3dor4boftseh19k","","3205","","0","","sc-label-first","1-1","<img src=""img/5.png"" width=""40%"" />","<img src=""img/1.png"" width=""40%"" />"
"audio-keyboard-response","79","438294","0.0-79.0","3dor4boftseh19k","","null","audio/norm_toma.mp3","","null","","","",""
"html-button-response","80","440741","0.0-80.0","3dor4boftseh19k","","2445.000000000058","","1","","sc-label-first","1-1","<img src=""img/5.png"" width=""40%"" />","<img src=""img/1.png"" width=""40%"" />"
"audio-keyboard-response","81","444107","0.0-81.0","3dor4boftseh19k","","null","audio/norm_blicket.mp3","","null","","","",""
"html-button-response","82","449415","0.0-82.0","3dor4boftseh19k","","5305","","1","","sc-label-first","1-1","<img src=""img/1.png"" width=""40%"" />","<img src=""img/5.png"" width=""40%"" />"
"audio-keyboard-response","83","452919","0.0-83.0","3dor4boftseh19k","","null","audio/goodjob.wav","","null","","","",""
"audio-keyboard-response","84","455923","0.0-84.0","3dor4boftseh19k","","null","audio/norm_touch_duck.mp3","","null","","","",""
"video-keyboard-response-mod","85","475917","0.0-85.0","3dor4boftseh19k","","null","","","null","sc-label-first","1-1","",""
"audio-keyboard-response","86","479784","0.0-86.0","3dor4boftseh19k","","null","audio/norm_gazzer.mp3","","null","","","",""
"html-button-response","87","486173","0.0-87.0","3dor4boftseh19k","","6387","","1","","sc-label-first","1-1","<img src=""img/9.png"" width=""40%"" />","<img src=""img/15.png"" width=""40%"" />"
"audio-keyboard-response","88","489541","0.0-88.0","3dor4boftseh19k","","null","audio/norm_gazzer.mp3","","null","","","",""
"html-button-response","89","494207","0.0-89.0","3dor4boftseh19k","","4661","","1","","sc-label-first","1-1","<img src=""img/9.png"" width=""40%"" />","<img src=""img/15.png"" width=""40%"" />"
"audio-keyboard-response","90","497573","0.0-90.0","3dor4boftseh19k","","null","audio/norm_numo.mp3","","null","","","",""
"html-button-response","91","502612","0.0-91.0","3dor4boftseh19k","","5036","","0","","sc-label-first","1-1","<img src=""img/9.png"" width=""40%"" />","<img src=""img/15.png"" width=""40%"" />"
"audio-keyboard-response","92","505978","0.0-92.0","3dor4boftseh19k","","null","audio/norm_numo.mp3","","null","","","",""
"html-button-response","93","512427","0.0-93.0","3dor4boftseh19k","","6447.000000000058","","0","","sc-label-first","1-1","<img src=""img/9.png"" width=""40%"" />","<img src=""img/15.png"" width=""40%"" />"
"audio-keyboard-response","94","515932","0.0-94.0","3dor4boftseh19k","","null","audio/goodjob.wav","","null","","","",""
"image-keyboard-response","95","518938","0.0-95.0","3dor4boftseh19k","","null","img/welldone.jpg","","null","","","",""
