"trial_type","trial_index","time_elapsed","internal_node_id","subject","success","rt","stimulus","button_pressed","key_press","button0","button1","condition","order"
"audio-keyboard-response","47","191742","0.0-47.0","fm8l2t84k1mndc6","","null","audio/norm_nissle.mp3","","null","","","",""
"html-button-response","48","192325","0.0-48.0","fm8l2t84k1mndc6","","582.0000000000291","","0","","<img src=""img/6.png"" width=""40%"" />","<img src=""img/2.png"" width=""40%"" />","nsc-label-first","1-1"
"audio-keyboard-response","49","195691","0.0-49.0","fm8l2t84k1mndc6","","null","audio/norm_nissle.mp3","","null","","","",""
"html-button-response","50","209595","0.0-50.0","fm8l2t84k1mndc6","","13902","","1","","<img src=""img/2.png"" width=""40%"" />","<img src=""img/6.png"" width=""40%"" />","nsc-label-first","1-1"
"audio-keyboard-response","51","213101","0.0-51.0","fm8l2t84k1mndc6","","null","audio/goodjob.mp3","","null","","","",""
"audio-keyboard-response","52","216104","0.0-52.0","fm8l2t84k1mndc6","","null","audio/norm_touch_duck.mp3","","null","","","",""
"video-keyboard-response-mod","53","232296","0.0-53.0","fm8l2t84k1mndc6","","null","","","null","","","sc-label-first","1-1"
"audio-keyboard-response","54","236162","0.0-54.0","fm8l2t84k1mndc6","","null","audio/norm_gazzer.mp3","","null","","","",""
"html-button-response","55","237227","0.0-55.0","fm8l2t84k1mndc6","","1063","","1","","<img src=""img/15.png"" width=""40%"" />","<img src=""img/9.png"" width=""40%"" />","sc-label-first","1-1"
"audio-keyboard-response","56","240596","0.0-56.0","fm8l2t84k1mndc6","","null","audio/norm_numo.mp3","","null","","","",""
"html-button-response","57","252018","0.0-57.0","fm8l2t84k1mndc6","","11420","","0","","<img src=""img/15.png"" width=""40%"" />","<img src=""img/9.png"" width=""40%"" />","sc-label-first","1-1"
"audio-keyboard-response","58","255383","0.0-58.0","fm8l2t84k1mndc6","","null","audio/norm_numo.mp3","","null","","","",""
"html-button-response","59","256552","0.0-59.0","fm8l2t84k1mndc6","","1167.000000000029","","0","","<img src=""img/15.png"" width=""40%"" />","<img src=""img/9.png"" width=""40%"" />","sc-label-first","1-1"
"audio-keyboard-response","60","259918","0.0-60.0","fm8l2t84k1mndc6","","null","audio/norm_gazzer.mp3","","null","","","",""
"html-button-response","61","260937","0.0-61.0","fm8l2t84k1mndc6","","1017","","1","","<img src=""img/15.png"" width=""40%"" />","<img src=""img/9.png"" width=""40%"" />","sc-label-first","1-1"
"audio-keyboard-response","62","264441","0.0-62.0","fm8l2t84k1mndc6","","null","audio/goodjob.mp3","","null","","","",""
"audio-keyboard-response","63","267448","0.0-63.0","fm8l2t84k1mndc6","","null","audio/norm_touch_duck.mp3","","null","","","",""
"video-keyboard-response-mod","64","284444","0.0-64.0","fm8l2t84k1mndc6","","null","","","null","","","sc-label-first","1-1"
"audio-keyboard-response","65","288312","0.0-65.0","fm8l2t84k1mndc6","","null","audio/norm_toma.mp3","","null","","","",""
"html-button-response","66","289711","0.0-66.0","fm8l2t84k1mndc6","","1398","","0","","<img src=""img/1.png"" width=""40%"" />","<img src=""img/5.png"" width=""40%"" />","sc-label-first","1-1"
"audio-keyboard-response","67","293078","0.0-67.0","fm8l2t84k1mndc6","","null","audio/norm_blicket.mp3","","null","","","",""
"html-button-response","68","293969","0.0-68.0","fm8l2t84k1mndc6","","888","","0","","<img src=""img/5.png"" width=""40%"" />","<img src=""img/1.png"" width=""40%"" />","sc-label-first","1-1"
"audio-keyboard-response","69","297334","0.0-69.0","fm8l2t84k1mndc6","","null","audio/norm_blicket.mp3","","null","","","",""
"html-button-response","70","299382","0.0-70.0","fm8l2t84k1mndc6","","2046.9999999999418","","1","","<img src=""img/5.png"" width=""40%"" />","<img src=""img/1.png"" width=""40%"" />","sc-label-first","1-1"
"audio-keyboard-response","71","302747","0.0-71.0","fm8l2t84k1mndc6","","null","audio/norm_toma.mp3","","null","","","",""
"html-button-response","72","304421","0.0-72.0","fm8l2t84k1mndc6","","1672","","1","","<img src=""img/1.png"" width=""40%"" />","<img src=""img/5.png"" width=""40%"" />","sc-label-first","1-1"
"audio-keyboard-response","73","307924","0.0-73.0","fm8l2t84k1mndc6","","null","audio/goodjob.mp3","","null","","","",""
"audio-keyboard-response","74","310928","0.0-74.0","fm8l2t84k1mndc6","","null","audio/norm_touch_duck.mp3","","null","","","",""
"video-keyboard-response-mod","75","333193","0.0-75.0","fm8l2t84k1mndc6","","null","","","null","","","nsc-label-last","1-1"
"audio-keyboard-response","76","337061","0.0-76.0","fm8l2t84k1mndc6","","null","audio/norm_miffle.mp3","","null","","","",""
"html-button-response","77","338137","0.0-77.0","fm8l2t84k1mndc6","","1074","","1","","<img src=""img/16.png"" width=""40%"" />","<img src=""img/12.png"" width=""40%"" />","nsc-label-last","1-1"
"audio-keyboard-response","78","341503","0.0-78.0","fm8l2t84k1mndc6","","null","audio/norm_miffle.mp3","","null","","","",""
"html-button-response","79","343741","0.0-79.0","fm8l2t84k1mndc6","","2236","","1","","<img src=""img/16.png"" width=""40%"" />","<img src=""img/12.png"" width=""40%"" />","nsc-label-last","1-1"
"audio-keyboard-response","80","347106","0.0-80.0","fm8l2t84k1mndc6","","null","audio/norm_zibo.mp3","","null","","","",""
"html-button-response","81","347820","0.0-81.0","fm8l2t84k1mndc6","","712","","1","","<img src=""img/12.png"" width=""40%"" />","<img src=""img/16.png"" width=""40%"" />","nsc-label-last","1-1"
"audio-keyboard-response","82","351186","0.0-82.0","fm8l2t84k1mndc6","","null","audio/norm_zibo.mp3","","null","","","",""
"html-button-response","83","352099","0.0-83.0","fm8l2t84k1mndc6","","911","","1","","<img src=""img/12.png"" width=""40%"" />","<img src=""img/16.png"" width=""40%"" />","nsc-label-last","1-1"
"audio-keyboard-response","84","355602","0.0-84.0","fm8l2t84k1mndc6","","null","audio/norm_touch_duck.mp3","","null","","","",""
"video-keyboard-response-mod","85","373522","0.0-85.0","fm8l2t84k1mndc6","","null","","","null","","","nsc-label-last","1-1"
"audio-keyboard-response","86","377391","0.0-86.0","fm8l2t84k1mndc6","","null","audio/norm_reko.mp3","","null","","","",""
"html-button-response","87","378563","0.0-87.0","fm8l2t84k1mndc6","","1171","","0","","<img src=""img/8.png"" width=""40%"" />","<img src=""img/4.png"" width=""40%"" />","nsc-label-last","1-1"
"audio-keyboard-response","88","381929","0.0-88.0","fm8l2t84k1mndc6","","null","audio/norm_vugim.mp3","","null","","","",""
"html-button-response","89","383265","0.0-89.0","fm8l2t84k1mndc6","","1335","","1","","<img src=""img/4.png"" width=""40%"" />","<img src=""img/8.png"" width=""40%"" />","nsc-label-last","1-1"
"audio-keyboard-response","90","386632","0.0-90.0","fm8l2t84k1mndc6","","null","audio/norm_vugim.mp3","","null","","","",""
"html-button-response","91","389906","0.0-91.0","fm8l2t84k1mndc6","","3271.999999999942","","0","","<img src=""img/8.png"" width=""40%"" />","<img src=""img/4.png"" width=""40%"" />","nsc-label-last","1-1"
"audio-keyboard-response","92","393273","0.0-92.0","fm8l2t84k1mndc6","","null","audio/norm_reko.mp3","","null","","","",""
"html-button-response","93","408384","0.0-93.0","fm8l2t84k1mndc6","","15109","","1","","<img src=""img/8.png"" width=""40%"" />","<img src=""img/4.png"" width=""40%"" />","nsc-label-last","1-1"
"audio-keyboard-response","94","411888","0.0-94.0","fm8l2t84k1mndc6","","null","audio/goodjob.mp3","","null","","","",""
"image-keyboard-response","95","414892","0.0-95.0","fm8l2t84k1mndc6","","null","img/welldone.jpg","","null","","","",""
